index,cleaned_text,kmeans_k2,kmeans_k3,kmeans_k4,kmeans_k5,kmeans_k6,kmeans_k7
395,"rotate function you are given an integer array `nums` of length `n`. assume `arrk` to be an array obtained by rotating `nums` by `k` positions clock-wise. we define the rotation function `f` on `nums` as follow: `f(k) = 0 * arrk[0] + 1 * arrk[1] + ... + (n - 1) * arrk[n - 1].` return the maximum value of `f(0), f(1), ..., f(n-1)`. example 1: input: nums = [4,3,2,6] output: 26 explanation: f(0) = (0 * 4) + (1 * 3) + (2 * 2) + (3 * 6) = 0 + 3 + 4 + 18 = 25 f(1) = (0 * 6) + (1 * 4) + (2 * 3) + (3 * 2) = 0 + 4 + 6 + 6 = 16 f(2) = (0 * 2) + (1 * 6) + (2 * 4) + (3 * 3) = 0 + 6 + 8 + 9 = 23 f(3) = (0 * 3) + (1 * 2) + (2 * 6) + (3 * 4) = 0 + 2 + 12 + 12 = 26 so the maximum value of f(0), f(1), f(2), f(3) is f(3) = 26. example 2: input: nums = [1000000007] output: 0 constraints: `n == nums.length` `1 <= n <= 105` `-231 <= nums[i] <= 231 - 1` topics: math",1,1,3,4,3,3
396,"integer replacement given a positive integer `n`, you can apply one of the following operations: if `n` is even, replace `n` with `n / 2`. if `n` is odd, replace `n` with either `n + 1` or `n - 1`. return the minimum number of operations needed for `n` to become `1`. example 1: input: n = 8 output: 3 explanation: 8 -> 4 -> 2 -> 1 example 2: input: n = 7 output: 4 explanation: 7 -> 8 -> 4 -> 2 -> 1 or 7 -> 6 -> 3 -> 2 -> 1 example 3: input: n = 4 output: 2 constraints: `1 <= n <= 231 - 1` topics: math,bit manipulation",1,1,3,4,5,2
397,"random pick index given an integer array `nums` with possible duplicates, randomly output the index of a given `target` number. you can assume that the given target number must exist in the array. implement the `solution` class: `solution(int[] nums)` initializes the object with the array `nums`. `int pick(int target)` picks a random index `i` from `nums` where `nums[i] == target`. if there are multiple valid i's, then each index should have an equal probability of returning. example 1: input [""solution"", ""pick"", ""pick"", ""pick""] [[[1, 2, 3, 3, 3]], [3], [1], [3]] output [null, 4, 0, 2] explanation solution solution = new solution([1, 2, 3, 3, 3]); solution.pick(3); // it should return either index 2, 3, or 4 randomly. each index should have equal probability of returning. solution.pick(1); // it should return 0. since in the array only nums[0] is equal to 1. solution.pick(3); // it should return either index 2, 3, or 4 randomly. each index should have equal probability of returning. constraints: `1 <= nums.length <= 2 * 104` `-231 <= nums[i] <= 231 - 1` `target` is an integer from `nums`. at most `104` calls will be made to `pick`. topics: reservoir sampling",1,1,3,4,3,5
398,"evaluate division you are given an array of variable pairs `equations` and an array of real numbers `values`, where `equations[i] = [ai, bi]` and `values[i]` represent the equation `ai / bi = values[i]`. each `ai` or `bi` is a string that represents a single variable. you are also given some `queries`, where `queries[j] = [cj, dj]` represents the `jth` query where you must find the answer for `cj / dj = ?`. return the answers to all queries. if a single answer cannot be determined, return `-1.0`. note: the input is always valid. you may assume that evaluating the queries will not result in division by zero and that there is no contradiction. example 1: input: equations = [[""a"",""b""],[""b"",""c""]], values = [2.0,3.0], queries = [[""a"",""c""],[""b"",""a""],[""a"",""e""],[""a"",""a""],[""x"",""x""]] output: [6.00000,0.50000,-1.00000,1.00000,-1.00000] explanation: given: a / b = 2.0, b / c = 3.0 queries are: a / c = ?, b / a = ?, a / e = ?, a / a = ?, x / x = ? return: [6.0, 0.5, -1.0, 1.0, -1.0 ] example 2: input: equations = [[""a"",""b""],[""b"",""c""],[""bc"",""cd""]], values = [1.5,2.5,5.0], queries = [[""a"",""c""],[""c"",""b""],[""bc"",""cd""],[""cd"",""bc""]] output: [3.75000,0.40000,5.00000,0.20000] example 3: input: equations = [[""a"",""b""]], values = [0.5], queries = [[""a"",""b""],[""b"",""a""],[""a"",""c""],[""x"",""y""]] output: [0.50000,2.00000,-1.00000,-1.00000] constraints: `1 <= equations.length <= 20` `equations[i].length == 2` `1 <= ai.length, bi.length <= 5` `values.length == equations.length` `0.0 < values[i] <= 20.0` `1 <= queries.length <= 20` `queries[i].length == 2` `1 <= cj.length, dj.length <= 5` `ai, bi, cj, dj` consist of lower case english letters and digits. topics: union find,graph",1,1,3,1,4,5
399,"nth digit given an integer `n`, return the `nth` digit of the infinite integer sequence `[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, ...]`. example 1: input: n = 3 output: 3 example 2: input: n = 11 output: 0 explanation: the 11th digit of the sequence 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, ... is a 0, which is part of the number 10. constraints: `1 <= n <= 231 - 1` topics: math",1,1,3,4,5,2
400,"binary watch a binary watch has 4 leds on the top which represent the hours (0-11), and the 6 leds on the bottom represent the minutes (0-59). each led represents a zero or one, with the least significant bit on the right. for example, the above binary watch reads ""3:25"". given a non-negative integer n which represents the number of leds that are currently on, return all possible times the watch could represent. example: input: n = 1return: [""1:00"", ""2:00"", ""4:00"", ""8:00"", ""0:01"", ""0:02"", ""0:04"", ""0:08"", ""0:16"", ""0:32""] note: the order of output does not matter. the hour must not contain a leading zero, for example ""01:00"" is not valid, it should be ""1:00"". the minute must be consist of two digits and may contain a leading zero, for example ""10:2"" is not valid, it should be ""10:02"". topics: backtracking,bit manipulation",1,1,3,4,5,2
401,"remove k digits given a non-negative integer num represented as a string, remove k digits from the number so that the new number is the smallest possible. note: the length of num is less than 10002 and will be ≥ k. the given num does not contain any leading zero. example 1: input: num = ""1432219"", k = 3 output: ""1219"" explanation: remove the three digits 4, 3, and 2 to form the new number 1219 which is the smallest. example 2: input: num = ""10200"", k = 1 output: ""200"" explanation: remove the leading 1 and the number is 200. note that the output must not contain leading zeroes. example 3: input: num = ""10"", k = 2 output: ""0"" explanation: remove all the digits from the number and it is left with nothing which is 0. topics: stack,greedy",1,1,3,4,5,2
402,"frog jump a frog is crossing a river. the river is divided into some number of units, and at each unit, there may or may not exist a stone. the frog can jump on a stone, but it must not jump into the water. given a list of `stones`' positions (in units) in sorted ascending order, determine if the frog can cross the river by landing on the last stone. initially, the frog is on the first stone and assumes the first jump must be `1` unit. if the frog's last jump was `k` units, its next jump must be either `k - 1`, `k`, or `k + 1` units. the frog can only jump in the forward direction. example 1: input: stones = [0,1,3,5,6,8,12,17] output: true explanation: the frog can jump to the last stone by jumping 1 unit to the 2nd stone, then 2 units to the 3rd stone, then 2 units to the 4th stone, then 3 units to the 6th stone, 4 units to the 7th stone, and 5 units to the 8th stone. example 2: input: stones = [0,1,2,3,4,8,9,11] output: false explanation: there is no way to jump to the last stone as the gap between the 5th and 6th stone is too large. constraints: `2 <= stones.length <= 2000` `0 <= stones[i] <= 231 - 1` `stones[0] == 0` topics: dynamic programming",1,1,3,1,4,5
403,"sum of left leaves find the sum of all left leaves in a given binary tree. example: 3 / \ 9 20 / \ 15 7 there are two left leaves in the binary tree, with values 9 and 15 respectively. return 24. topics: tree",1,1,1,3,1,0
404,"convert a number to hexadecimal given an integer, write an algorithm to convert it to hexadecimal. for negative integer, two’s complement method is used. note: all letters in hexadecimal (`a-f`) must be in lowercase. the hexadecimal string must not contain extra leading `0`s. if the number is zero, it is represented by a single zero character `'0'`; otherwise, the first character in the hexadecimal string will not be the zero character. the given number is guaranteed to fit within the range of a 32-bit signed integer. you must not use any method provided by the library which converts/formats the number to hex directly. example 1: input: 26 output: ""1a"" example 2: input: -1 output: ""ffffffff"" topics: bit manipulation",1,2,0,4,5,2
405,"queue reconstruction by height you are given an array of people, `people`, which are the attributes of some people in a queue (not necessarily in order). each `people[i] = [hi, ki]` represents the `ith` person of height `hi` with exactly `ki` other people in front who have a height greater than or equal to `hi`. reconstruct and return the queue that is represented by the input array `people`. the returned queue should be formatted as an array `queue`, where `queue[j] = [hj, kj]` is the attributes of the `jth` person in the queue (`queue[0]` is the person at the front of the queue). example 1: input: people = [[7,0],[4,4],[7,1],[5,0],[6,1],[5,2]] output: [[5,0],[7,0],[5,2],[6,1],[4,4],[7,1]] explanation: person 0 has height 5 with no other people taller or the same height in front. person 1 has height 7 with no other people taller or the same height in front. person 2 has height 5 with two persons taller or the same height in front, which is person 0 and 1. person 3 has height 6 with one person taller or the same height in front, which is person 1. person 4 has height 4 with four people taller or the same height in front, which are people 0, 1, 2, and 3. person 5 has height 7 with one person taller or the same height in front, which is person 1. hence [[5,0],[7,0],[5,2],[6,1],[4,4],[7,1]] is the reconstructed queue. example 2: input: people = [[6,0],[5,0],[4,0],[3,2],[2,2],[1,4]] output: [[4,0],[5,0],[2,2],[3,2],[1,4],[6,0]] constraints: `1 <= people.length <= 2000` `0 <= hi <= 106` `0 <= ki < people.length` it is guaranteed that the queue can be reconstructed. topics: greedy",1,1,3,1,4,5
